Number,Song Name,Artist Name
1,"

	
	
		
					Leave The Door Open		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
2,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
3,"

	
	
		
					Peaches		
	
","
	
	Justin Bieber Featuring Daniel Caesar & Giveon
"
4,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
5,"

	
	
		
					Kiss Me More		
	
","
	
	Doja Cat Featuring SZA
"
6,"

	
	
		
					Astronaut In The Ocean		
	
","
	
	Masked Wolf
"
7,"

	
	
		
					Rapstar		
	
","
	
	Polo G
"
8,"

	
	
		
					interlude		
	
","
	
	J. Cole
"
9,"

	
	
		
					Without You		
	
","
	
	The Kid LAROI
"
10,"

	
	
		
					Montero (Call Me By Your Name)		
	
","
	
	Lil Nas X
"
11,"

	
	
		
					Miss The Rage		
	
","
	
	Trippie Redd & Playboi Carti
"
12,"

	
	
		
					Blinding Lights		
	
","
	
	The Weeknd
"
13,"

	
	
		
					Calling My Phone		
	
","
	
	Lil Tjay Featuring 6LACK
"
14,"

	
	
		
					Up		
	
","
	
	Cardi B
"
15,"

	
	
		
					Beat Box		
	
","
	
	SpotemGottem Featuring Pooh Shiesty Or DaBaby
"
16,"

	
	
		
					Drivers License		
	
","
	
	Olivia Rodrigo
"
17,"

	
	
		
					Deja Vu		
	
","
	
	Olivia Rodrigo
"
18,"

	
	
		
					Beautiful Mistakes		
	
","
	
	Maroon 5 Featuring Megan Thee Stallion
"
19,"

	
	
		
					Best Friend		
	
","
	
	Saweetie Featuring Doja Cat
"
20,"

	
	
		
					My Ex's Best Friend		
	
","
	
	Machine Gun Kelly X blackbear
"
21,"

	
	
		
					Every Chance I Get		
	
","
	
	DJ Khaled Featuring Lil Baby & Lil Durk
"
22,"

	
	
		
					Forever After All		
	
","
	
	Luke Combs
"
23,"

	
	
		
					Heartbreak Anniversary		
	
","
	
	Giveon
"
24,"

	
	
		
					Mood		
	
","
	
	24kGoldn Featuring iann dior
"
25,"

	
	
		
					On Me		
	
","
	
	Lil Baby
"
26,"

	
	
		
					Back In Blood		
	
","
	
	Pooh Shiesty Featuring Lil Durk
"
27,"

	
	
		
					The Good Ones		
	
","
	
	Gabby Barrett
"
28,"

	
	
		
					What You Know Bout Love		
	
","
	
	Pop Smoke
"
29,"

	
	
		
					Your Power		
	
","
	
	Billie Eilish
"
30,"

	
	
		
					Hell Of A View		
	
","
	
	Eric Church
"
31,"

	
	
		
					We're Good		
	
","
	
	Dua Lipa
"
32,"

	
	
		
					Breaking Up Was Easy In The 90's		
	
","
	
	Sam Hunt
"
33,"

	
	
		
					Heat Waves		
	
","
	
	Glass Animals
"
34,"

	
	
		
					Track Star		
	
","
	
	Mooski
"
35,"

	
	
		
					Made For You		
	
","
	
	Jake Owen
"
36,"

	
	
		
					34+35		
	
","
	
	Ariana Grande Feat. Doja Cat & Megan Thee Stallion
"
37,"

	
	
		
					Positions		
	
","
	
	Ariana Grande
"
38,"

	
	
		
					Wants And Needs		
	
","
	
	Drake Featuring Lil Baby
"
39,"

	
	
		
					You Broke Me First.		
	
","
	
	Tate McRae
"
40,"

	
	
		
					Telepatia		
	
","
	
	Kali Uchis
"
41,"

	
	
		
					Time Today		
	
","
	
	Moneybagg Yo
"
42,"

	
	
		
					Wockesha		
	
","
	
	Moneybagg Yo
"
43,"

	
	
		
					Dakiti		
	
","
	
	Bad Bunny & Jhay Cortez
"
44,"

	
	
		
					You're Mines Still		
	
","
	
	Yung Bleu Featuring Drake
"
45,"

	
	
		
					Therefore I Am		
	
","
	
	Billie Eilish
"
46,"

	
	
		
					What's Your Country Song		
	
","
	
	Thomas Rhett
"
47,"

	
	
		
					Goosebumps		
	
","
	
	Travis Scott & HVME
"
48,"

	
	
		
					No More Parties		
	
","
	
	Coi Leray Featuring Lil Durk
"
49,"

	
	
		
					Settling Down		
	
","
	
	Miranda Lambert
"
50,"

	
	
		
					pov		
	
","
	
	Ariana Grande
"
51,"

	
	
		
					Ski		
	
","
	
	Young Thug & Gunna
"
52,"

	
	
		
					What's Next		
	
","
	
	Drake
"
53,"

	
	
		
					Higher Power		
	
","
	
	Coldplay
"
54,"

	
	
		
					Good Days		
	
","
	
	SZA
"
55,"

	
	
		
					Nobody		
	
","
	
	Dylan Scott
"
56,"

	
	
		
					Never Left		
	
","
	
	Lil Tecca
"
57,"

	
	
		
					Solid		
	
","
	
	Young Thug & Gunna Featuring Drake
"
58,"

	
	
		
					Streets		
	
","
	
	Doja Cat
"
59,"

	
	
		
					Gone		
	
","
	
	Dierks Bentley
"
60,"

	
	
		
					Lil Bit		
	
","
	
	Nelly & Florida Georgia Line
"
61,"

	
	
		
					Famous Friends		
	
","
	
	Chris Young + Kane Brown
"
62,"

	
	
		
					Just The Way		
	
","
	
	Parmalee x Blanco Brown
"
63,"

	
	
		
					Tombstone		
	
","
	
	Rod Wave
"
64,"

	
	
		
					Almost Maybes		
	
","
	
	Jordan Davis
"
65,"

	
	
		
					Glad You Exist		
	
","
	
	Dan + Shay
"
66,"

	
	
		
					Quicksand		
	
","
	
	Morray
"
67,"

	
	
		
					Hold On		
	
","
	
	Justin Bieber
"
68,"

	
	
		
					Follow You		
	
","
	
	Imagine Dragons
"
69,"

	
	
		
					One Too Many		
	
","
	
	Keith Urban Duet With P!nk
"
70,"

	
	
		
					The Business		
	
","
	
	Tiesto
"
71,"

	
	
		
					Blame It On You		
	
","
	
	Jason Aldean
"
72,"

	
	
		
					Shottas (Lala)		
	
","
	
	Moneybagg Yo
"
73,"

	
	
		
					Street Runner		
	
","
	
	Rod Wave
"
74,"

	
	
		
					All I Know So Far		
	
","
	
	P!nk
"
75,"

	
	
		
					Ramen & OJ		
	
","
	
	Joyner Lucas & Lil Baby
"
76,"

	
	
		
					Pick Up Your Feelings		
	
","
	
	Jazmine Sullivan
"
77,"

	
	
		
					Down To One		
	
","
	
	Luke Bryan
"
78,"

	
	
		
					Arcade		
	
","
	
	Duncan Laurence
"
79,"

	
	
		
					Lady		
	
","
	
	Brett Young
"
80,"

	
	
		
					Single Saturday Night		
	
","
	
	Cole Swindell
"
81,"

	
	
		
					Hard For The Next		
	
","
	
	Moneybagg Yo & Future
"
82,"

	
	
		
					What You Need		
	
","
	
	Don Toliver
"
83,"

	
	
		
					La Noche de Anoche		
	
","
	
	Bad Bunny & Rosalia
"
84,"

	
	
		
					Hello		
	
","
	
	Pop Smoke Featuring A Boogie Wit da Hoodie
"
85,"

	
	
		
					Way Less Sad		
	
","
	
	AJR
"
86,"

	
	
		
					Drankin N Smokin		
	
","
	
	Future & Lil Uzi Vert
"
87,"

	
	
		
					4 Da Gang		
	
","
	
	42 Dugg & Roddy Ricch
"
88,"

	
	
		
					I Did It		
	
","
	
	DJ Khaled Featuring Post Malone, Megan Thee Stallion, Lil Baby & DaBaby
"
89,"

	
	
		
					Botella Tras Botella		
	
","
	
	Gera MX + Christian Nodal
"
90,"

	
	
		
					Chasing After You		
	
","
	
	Ryan Hurd With Maren Morris
"
91,"

	
	
		
					Tampa		
	
","
	
	Cico P
"
92,"

	
	
		
					Big Gangsta		
	
","
	
	Kevin Gates
"
93,"

	
	
		
					Hellcats & Trackhawks		
	
","
	
	Lil Durk
"
94,"

	
	
		
					Let It Go		
	
","
	
	DJ Khaled Featuring Justin Bieber & 21 Savage
"
95,"

	
	
		
					Country Again		
	
","
	
	Thomas Rhett
"
96,"

	
	
		
					Minimum Wage		
	
","
	
	Blake Shelton
"
97,"

	
	
		
					Richer		
	
","
	
	Rod Wave Featuring Polo G
"
98,"

	
	
		
					Drunk (And I Don't Wanna Go Home)		
	
","
	
	Elle King & Miranda Lambert
"
99,"

	
	
		
					Headshot		
	
","
	
	Lil Tjay, Polo G & Fivio Foreign
"
100,"

	
	
		
					Go!		
	
","
	
	Moneybagg Yo Featuring BIG30
"
