Number,Song Name,Artist Name
1,Easy On Me,Adele
2,Stay,The Kid LAROI & Justin Bieber
3,All I Want For Christmas Is You,Mariah Carey
4,Rockin' Around The Christmas Tree,Brenda Lee
5,Jingle Bell Rock,Bobby Helms
6,Industry Baby,Lil Nas X & Jack Harlow
7,A Holly Jolly Christmas,Burl Ives
8,Heat Waves,Glass Animals
9,Shivers,Ed Sheeran
10,Need To Know,Doja Cat
11,It's The Most Wonderful Time Of The Year,Andy Williams
12,Bad Habits,Ed Sheeran
13,Cold Heart (PNAU Remix),Elton John & Dua Lipa
14,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak)
15,Last Christmas,Wham!
16,Feliz Navidad,Jose Feliciano
17,Christmas (Baby Please Come Home),Darlene Love
18,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole"
19,Sleigh Ride,The Ronettes
20,It's Beginning To Look A Lot Like Christmas,Michael Buble
21,All Too Well (Taylor's Version),Taylor Swift
22,"Let It Snow, Let It Snow, Let It Snow!",Dean Martin
23,Fancy Like,Walker Hayes
24,abcdefu,GAYLE
25,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra
26,Good 4 U,Olivia Rodrigo
27,Underneath The Tree,Kelly Clarkson
28,Essence,Wizkid Featuring Justin Bieber & Tems
29,You Right,Doja Cat & The Weeknd
30,Happy Holiday / The Holiday Season,Andy Williams
31,Way 2 Sexy,Drake Featuring Future & Young Thug
32,Beggin',Maneskin
33,One Right Now,Post Malone & The Weeknd
34,Kiss Me More,Doja Cat Featuring SZA
35,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores
36,Santa Tell Me,Ariana Grande
37,Oh My God,Adele
38,Save Your Tears,The Weeknd & Ariana Grande
39,Ghost,Justin Bieber
40,Run Rudolph Run,Chuck Berry
41,Knife Talk,Drake Featuring 21 Savage & Project Pat
42,If I Didn't Love You,Jason Aldean & Carrie Underwood
43,Thats What I Want,Lil Nas X
44,Happier Than Ever,Billie Eilish
45,Better Days,NEIKED X Mae Muller X Polo G
46,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra
47,Love Nwantiti (Ah Ah Ah),CKay
48,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole
49,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter
50,Girls Want Girls,Drake Featuring Lil Baby
51,My Universe,Coldplay x BTS
52,Cold As You,Luke Combs
53,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage"
54,Buy Dirt,Jordan Davis Featuring Luke Bryan
55,Super Gremlin,Kodak Black
56,Pepas,Farruko
57,You Should Probably Leave,Chris Stapleton
58,By Your Side,Rod Wave
59,Chosen,Blxst & Tyga Featuring Ty Dolla $ign
60,Same Boat,Zac Brown Band
61,Whiskey And Rain,Michael Ray
62,Have Mercy,Chloe
63,Wild Side,Normani Featuring Cardi B
64,Sand In My Boots,Morgan Wallen
65,One Mississippi,Kane Brown
66,Knowing You,Kenny Chesney
67,My Little Love,Adele
68,Family Ties,Baby Keem & Kendrick Lamar
69,Enemy,Imagine Dragons X JID
70,Gyalis,Capella Grey
71,Big Energy,Latto
72,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk
73,No Love,Summer Walker & SZA
74,Can I Get It,Adele
75,Already Dead,Juice WRLD
76,I Drink Wine,Adele
77,Pick Out A Christmas Tree,Dan + Shay
78,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift
79,Tequila Little Time,Jon Pardi
80,Freedom Was A Highway,Jimmie Allen & Brad Paisley
81,Just About Over You,Priscilla Block
82,Christmas Tree Farm (Old Timey Version),Taylor Swift
83,Bubbly,Young Thug With Drake & Travis Scott
84,Bad Man (Smooth Criminal),Polo G
85,For Tonight,Giveon
86,Fair Trade,Drake Featuring Travis Scott
87,Poke It Out,Wale Featuring J. Cole
88,'Til You Can't,Cody Johnson
89,Scorpio,Moneybagg Yo
90,Woman,Doja Cat
91,Memory I Don't Mess With,Lee Brice
92,Heart On Fire,Eric Church
93,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney
94,Moth To A Flame,Swedish House Mafia & The Weeknd
95,Always Been You,Jessie Murph
96,Who's In Your Head,Jonas Brothers
97,Baddest,"Yung Bleu, Chris Brown & 2 Chainz"
98,Maybach,42 Dugg Featuring Future
99,Volvi,Aventura x Bad Bunny
100,Ex For A Reason,Summer Walker & JT
