Number,Song Name,Artist Name
1,Easy On Me,Adele
2,Stay,The Kid LAROI & Justin Bieber
3,Industry Baby,Lil Nas X & Jack Harlow
4,All Too Well (Taylor's Version),Taylor Swift
5,Oh My God,Adele
6,Shivers,Ed Sheeran
7,Heat Waves,Glass Animals
8,Bad Habits,Ed Sheeran
9,Need To Know,Doja Cat
10,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak)
11,Cold Heart (PNAU Remix),Elton John & Dua Lipa
12,All I Want For Christmas Is You,Mariah Carey
13,Fancy Like,Walker Hayes
14,Rockin' Around The Christmas Tree,Brenda Lee
15,Good 4 U,Olivia Rodrigo
16,Essence,Wizkid Featuring Justin Bieber & Tems
17,Way 2 Sexy,Drake Featuring Future & Young Thug
18,I Drink Wine,Adele
19,You Right,Doja Cat & The Weeknd
20,Jingle Bell Rock,Bobby Helms
21,One Right Now,Post Malone & The Weeknd
22,Beggin',Maneskin
23,My Little Love,Adele
24,Levitating,Dua Lipa
25,Kiss Me More,Doja Cat Featuring SZA
26,Can I Get It,Adele
27,A Holly Jolly Christmas,Burl Ives
28,If I Didn't Love You,Jason Aldean & Carrie Underwood
29,My Universe,Coldplay x BTS
30,It's The Most Wonderful Time Of The Year,Andy Williams
31,Save Your Tears,The Weeknd & Ariana Grande
32,To Be Loved,Adele
33,Knife Talk,Drake Featuring 21 Savage & Project Pat
34,Better Days,NEIKED X Mae Muller X Polo G
35,Buy Dirt,Jordan Davis Featuring Luke Bryan
36,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter
37,Love Nwantiti (Ah Ah Ah),CKay
38,Ghost,Justin Bieber
39,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole
40,Last Christmas,Wham!
41,Strangers By Nature,Adele
42,Thats What I Want,Lil Nas X
43,Girls Want Girls,Drake Featuring Lil Baby
44,Cry Your Heart Out,Adele
45,Happier Than Ever,Billie Eilish
46,Cold As You,Luke Combs
47,Pepas,Farruko
48,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage"
49,Hold On,Adele
50,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak)
51,abcdefu,GAYLE
52,You Should Probably Leave,Chris Stapleton
53,All Night Parking (Interlude),Adele With Erroll Garner
54,Same Boat,Zac Brown Band
55,Woman Like Me,Adele
56,Love Is A Game,Adele
57,Have Mercy,Chloe
58,Wild Side,Normani Featuring Cardi B
59,One Mississippi,Kane Brown
60,Chosen,Blxst & Tyga Featuring Ty Dolla $ign
61,Already Dead,Juice WRLD
62,Sand In My Boots,Morgan Wallen
63,Super Gremlin,Kodak Black
64,Family Ties,Baby Keem & Kendrick Lamar
65,Gyalis,Capella Grey
66,No Love,Summer Walker & SZA
67,Whiskey And Rain,Michael Ray
68,Bad Man (Smooth Criminal),Polo G
69,Knowing You,Kenny Chesney
70,I Bet You Think About Me (Taylor's Version) (From The Vault),Taylor Swift Featuring Chris Stapleton
71,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk
72,Big Energy,Latto
73,God's Country,State Of Mine & Drew Jacobs
74,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift
75,Tequila Little Time,Jon Pardi
76,Freedom Was A Highway,Jimmie Allen & Brad Paisley
77,'Til You Can't,Cody Johnson
78,Fair Trade,Drake Featuring Travis Scott
79,Bubbly,Young Thug With Drake & Travis Scott
80,Woman,Doja Cat
81,Sad Girlz Luv Money,Amaarae & Moliy Featuring Kali Uchis
82,Doin' This,Luke Combs
83,For Tonight,Giveon
84,Moth To A Flame,Swedish House Mafia & The Weeknd
85,Enemy,Imagine Dragons X JID
86,Red (Taylor's Version),Taylor Swift
87,Memory I Don't Mess With,Lee Brice
88,State Of Grace (Taylor's Version),Taylor Swift
89,Heart On Fire,Eric Church
90,Ex For A Reason,Summer Walker & JT
91,Poke It Out,Wale Featuring J. Cole
92,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney
93,Volvi,Aventura x Bad Bunny
94,Maybach,42 Dugg Featuring Future
95,Baddest,"Yung Bleu, Chris Brown & 2 Chainz"
96,Too Easy,Gunna & Future
97,Escape Plan,Travis Scott
98,Who's In Your Head,Jonas Brothers
99,Jugaste y Sufri,Eslabon Armado Featuring DannyLux
100,Take My Breath,The Weeknd
