Number,Song Name,Artist Name
66,"

	
	
		
					Track Star		
	
","
	
	Mooski
"
67,"

	
	
		
					Momma's House		
	
","
	
	Dustin Lynch
"
68,"

	
	
		
					Sand In My Boots		
	
","
	
	Morgan Wallen
"
69,"

	
	
		
					Girl Like Me		
	
","
	
	Black Eyed Peas X Shakira
"
70,"

	
	
		
					Hell Of A View		
	
","
	
	Eric Church
"
71,"

	
	
		
					Lifestyle		
	
","
	
	Jason Derulo Featuring Adam Levine
"
72,"

	
	
		
					Masterpiece		
	
","
	
	DaBaby
"
73,"

	
	
		
					Somebody Like That		
	
","
	
	Tenille Arts
"
74,"

	
	
		
					Only Wanna Be With You		
	
","
	
	Post Malone
"
75,"

	
	
		
					One Too Many		
	
","
	
	Keith Urban Duet With P!nk
"
76,"

	
	
		
					Neighbors		
	
","
	
	Pooh Shiesty Featuring BIG30
"
77,"

	
	
		
					You Got It		
	
","
	
	VEDO
"
78,"

	
	
		
					Tyler Herro		
	
","
	
	Jack Harlow
"
79,"

	
	
		
					Finesse Out The Gang Way		
	
","
	
	Lil Durk Featuring Lil Baby
"
80,"

	
	
		
					Opp Stoppa		
	
","
	
	YBN Nahmir Featuring 21 Savage
"
81,"

	
	
		
					The Business		
	
","
	
	Tiesto
"
82,"

	
	
		
					Bandido		
	
","
	
	Myke Towers & Juhn
"
83,"

	
	
		
					Quicksand		
	
","
	
	Morray
"
84,"

	
	
		
					Almost Maybes		
	
","
	
	Jordan Davis
"
85,"

	
	
		
					Hello		
	
","
	
	Pop Smoke Featuring A Boogie Wit da Hoodie
"
86,"

	
	
		
					Still Trappin'		
	
","
	
	Lil Durk & King Von
"
87,"

	
	
		
					Moonwalking In Calabasas		
	
","
	
	DDG
"
88,"

	
	
		
					Made For You		
	
","
	
	Jake Owen
"
89,"

	
	
		
					Hole In The Bottle		
	
","
	
	Kelsea Ballerini
"
90,"

	
	
		
					Drunk (And I Don't Wanna Go Home)		
	
","
	
	Elle King & Miranda Lambert
"
91,"

	
	
		
					Glad You Exist		
	
","
	
	Dan + Shay
"
92,"

	
	
		
					Breaking Up Was Easy In The 90's		
	
","
	
	Sam Hunt
"
93,"

	
	
		
					Somebody's Problem		
	
","
	
	Morgan Wallen
"
94,"

	
	
		
					Drankin N Smokin		
	
","
	
	Future & Lil Uzi Vert
"
95,"

	
	
		
					Pick Up Your Feelings		
	
","
	
	Jazmine Sullivan
"
96,"

	
	
		
					Nobody		
	
","
	
	Dylan Scott
"
97,"

	
	
		
					Cover Me Up		
	
","
	
	Morgan Wallen
"
98,"

	
	
		
					Like I Want You		
	
","
	
	Giveon
"
99,"

	
	
		
					Gone		
	
","
	
	Dierks Bentley
"
100,"

	
	
		
					Bichota		
	
","
	
	Karol G
"
