Number,Song Name,Artist Name
34,"

	
	
		
					Cold As You		
	
","
	
	Luke Combs
"
35,"

	
	
		
					Ghost		
	
","
	
	Justin Bieber
"
36,"

	
	
		
					Thinking 'Bout You		
	
","
	
	Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter
"
37,"

	
	
		
					Monster Mash		
	
","
	
	Bobby ""Boris"" Pickett And The Crypt-Kickers
"
38,"

	
	
		
					Wockesha		
	
","
	
	Moneybagg Yo
"
39,"

	
	
		
					You Should Probably Leave		
	
","
	
	Chris Stapleton
"
40,"

	
	
		
					Ghostbusters		
	
","
	
	Ray Parker Jr.
"
41,"

	
	
		
					Overpass Graffiti		
	
","
	
	Ed Sheeran
"
42,"

	
	
		
					Somebody's Watching Me		
	
","
	
	Rockwell
"
43,"

	
	
		
					Wild Side		
	
","
	
	Normani Featuring Cardi B
"
44,"

	
	
		
					Leave The Door Open		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
45,"

	
	
		
					Take My Breath		
	
","
	
	The Weeknd
"
46,"

	
	
		
					Gyalis		
	
","
	
	Capella Grey
"
47,"

	
	
		
					I Was On A Boat That Day		
	
","
	
	Old Dominion
"
48,"

	
	
		
					Same Boat		
	
","
	
	Zac Brown Band
"
49,"

	
	
		
					Family Ties		
	
","
	
	Baby Keem & Kendrick Lamar
"
50,"

	
	
		
					Sharing Locations		
	
","
	
	Meek Mill Featuring Lil Baby & Lil Durk
"
51,"

	
	
		
					Have Mercy		
	
","
	
	Chloe
"
52,"

	
	
		
					A-O-K		
	
","
	
	Tai Verdes
"
53,"

	
	
		
					Chosen		
	
","
	
	Blxst & Tyga Featuring Ty Dolla $ign
"
54,"

	
	
		
					Moth To A Flame		
	
","
	
	Swedish House Mafia & The Weeknd
"
55,"

	
	
		
					Fair Trade		
	
","
	
	Drake Featuring Travis Scott
"
56,"

	
	
		
					Bubbly		
	
","
	
	Young Thug With Drake & Travis Scott
"
57,"

	
	
		
					Knowing You		
	
","
	
	Kenny Chesney
"
58,"

	
	
		
					Memory I Don't Mess With		
	
","
	
	Lee Brice
"
59,"

	
	
		
					One Mississippi		
	
","
	
	Kane Brown
"
60,"

	
	
		
					Memory		
	
","
	
	Kane Brown X blackbear
"
61,"

	
	
		
					Demon High		
	
","
	
	Lil Uzi Vert
"
62,"

	
	
		
					Sand In My Boots		
	
","
	
	Morgan Wallen
"
63,"

	
	
		
					Hurricane		
	
","
	
	Kanye West
"
64,"

	
	
		
					Woman		
	
","
	
	Doja Cat
"
65,"

	
	
		
					Baddest		
	
","
	
	Yung Bleu, Chris Brown & 2 Chainz
"
66,"

	
	
		
					Cold Beer Calling My Name		
	
","
	
	Jameson Rodgers Featuring Luke Combs
"
67,"

	
	
		
					Whiskey And Rain		
	
","
	
	Michael Ray
"
68,"

	
	
		
					Tequila Little Time		
	
","
	
	Jon Pardi
"
69,"

	
	
		
					Too Easy		
	
","
	
	Gunna & Future
"
70,"

	
	
		
					'Til You Can't		
	
","
	
	Cody Johnson
"
71,"

	
	
		
					Jugaste y Sufri		
	
","
	
	Eslabon Armado Featuring DannyLux
"
72,"

	
	
		
					Volvi		
	
","
	
	Aventura x Bad Bunny
"
73,"

	
	
		
					Love Again		
	
","
	
	Dua Lipa
"
74,"

	
	
		
					Maybach		
	
","
	
	42 Dugg Featuring Future
"
75,"

	
	
		
					My Boy		
	
","
	
	Elvie Shane
"
76,"

	
	
		
					Big Energy		
	
","
	
	Latto
"
77,"

	
	
		
					2055		
	
","
	
	Sleepy Hallow
"
78,"

	
	
		
					Praise God		
	
","
	
	Kanye West
"
79,"

	
	
		
					Poke It Out		
	
","
	
	Wale Featuring J. Cole
"
80,"

	
	
		
					For Tonight		
	
","
	
	Giveon
"
81,"

	
	
		
					Rap Freaks		
	
","
	
	Yung Miami
"
82,"

	
	
		
					Eat It		
	
","
	
	Megan Thee Stallion
"
83,"

	
	
		
					Esta Danada		
	
","
	
	Ivan Cornejo
"
84,"

	
	
		
					Freedom Was A Highway		
	
","
	
	Jimmie Allen & Brad Paisley
"
85,"

	
	
		
					Whole Lotta Money		
	
","
	
	BIA Featuring Nicki Minaj
"
86,"

	
	
		
					Switches & Dracs		
	
","
	
	Moneybagg Yo Featuring Lil Durk & EST Gee
"
87,"

	
	
		
					Half Of My Hometown		
	
","
	
	Kelsea Ballerini Featuring Kenny Chesney
"
88,"

	
	
		
					Get Into It (Yuh)		
	
","
	
	Doja Cat
"
89,"

	
	
		
					Pissed Me Off		
	
","
	
	Lil Durk
"
90,"

	
	
		
					Lo Siento BB:/		
	
","
	
	Tainy, Bad Bunny & Julieta Venegas
"
91,"

	
	
		
					Ya Superame (En Vivo Desde Culiacan, Sinaloa)		
	
","
	
	Grupo Firme
"
92,"

	
	
		
					Who's In Your Head		
	
","
	
	Jonas Brothers
"
93,"

	
	
		
					Money		
	
","
	
	Lisa
"
94,"

	
	
		
					Come Through		
	
","
	
	H.E.R. Featuring Chris Brown
"
95,"

	
	
		
					WFM		
	
","
	
	RealestK
"
96,"

	
	
		
					Lets Go Brandon		
	
","
	
	Loza Alexander
"
97,"

	
	
		
					Just About Over You		
	
","
	
	Priscilla Block
"
98,"

	
	
		
					To Be Loved By You		
	
","
	
	Parker McCollum
"
99,"

	
	
		
					Let's Go Brandon		
	
","
	
	Bryson Gray Featuring Tyson James & Chandler Crump
"
100,"

	
	
		
					Ghost Town		
	
","
	
	Benson Boone
"
