title; rank; date; artist; chart
The Thanksgiving Song;11;30/11/2021;Adam Sandler;viral50
Notion;12;30/11/2021;The Rare Occasions;viral50
Alice's Restaurant Massacree;13;30/11/2021;Arlo Guthrie;viral50
4:00A.M.;14;30/11/2021;Taeko Onuki;viral50
Chandelier;15;30/11/2021;Will Paquin;viral50
LOST IN PARADISE;16;30/11/2021;ALI, AKLO;viral50
Cpr;17;30/11/2021;cupcakKe;viral50
Goodbye (from the series Arcane League of Legends);18;30/11/2021;Ramsey;viral50
Я буду ебать;19;30/11/2021;Moreart, IHI;viral50
Nothing;20;30/11/2021;Bruno Major;viral50
The Perfect Girl;21;30/11/2021;Mareux;viral50
Smokin Out The Window;22;30/11/2021;Bruno Mars, Anderson .Paak, Silk Sonic;viral50
Seventeen Going Under;23;30/11/2021;Sam Fender;viral50
Fall in Love with You.;24;30/11/2021;Montell Fish;viral50
Enemy (with JID) - from the series Arcane League of Legends;25;30/11/2021;Imagine Dragons;viral50
all I want is you;26;30/11/2021;Rebzyyx, hoshie star;viral50
Just the Two of Us (feat. Bill Withers);27;30/11/2021;Grover Washington, Jr.;viral50
Toxic;28;30/11/2021;BoyWithUke;viral50
Alien Blues;29;30/11/2021;Vundabar;viral50
Want Me;30;30/11/2021;Cl4pers;viral50
5 Percent;31;30/11/2021;Roddy P;viral50
Nuestra Canción;32;30/11/2021;Monsieur Periné, Vicente Garcia;viral50
Mon Amour - Remix;33;30/11/2021;zzoilo, Aitana;viral50
Fairytale of New York (feat. Kirsty MacColl);34;30/11/2021;The Pogues;viral50
The Dress;35;30/11/2021;Dijon;viral50
Easy On Me;36;30/11/2021;Adele;viral50
Treehouse;37;30/11/2021;orangutan;viral50
Stalker's Tango;38;30/11/2021;Autoheart;viral50
Better Days (NEIKED x Mae Muller x Polo G);39;30/11/2021;NEIKED;viral50
All I See Is You;40;30/11/2021;Shane Smith & the Saints;viral50
Cherry Wine;41;30/11/2021;grentperez;viral50
Big Subwoofer (feat. Snoop Dogg & Ice Cube & E-40 & Too $hort ) - Single Version;42;30/11/2021;MOUNT WESTMORE;viral50
GHOST TOWN;43;30/11/2021;Benson Boone;viral50
masquerade;44;30/11/2021;Siouxxie;viral50
The Feels;45;30/11/2021;TWICE;viral50
California Dreamin' (feat. High Jinx);46;30/11/2021;Chris Lorenzo;viral50
I Love You So;47;30/11/2021;The Walters;viral50
Está Dañada;48;30/11/2021;Ivan Cornejo;viral50
One Right Now (with The Weeknd);49;30/11/2021;Post Malone;viral50
Two Birds;50;30/11/2021;Regina Spektor;viral50
Easy On Me;1;01/11/2021;Adele;top200
INDUSTRY BABY (feat. Jack Harlow);2;01/11/2021;Lil Nas X;top200
STAY (with Justin Bieber);3;01/11/2021;The Kid LAROI;top200
Heat Waves;4;01/11/2021;Glass Animals;top200
Knife Talk (with 21 Savage ft. Project Pat);5;01/11/2021;Drake;top200
Better Days (NEIKED x Mae Muller x Polo G);6;01/11/2021;NEIKED;top200
Way 2 Sexy (with Future & Young Thug);7;01/11/2021;Drake;top200
Shivers;8;01/11/2021;Ed Sheeran;top200
Need to Know;9;01/11/2021;Doja Cat;top200
Bad Habits;10;01/11/2021;Ed Sheeran;top200
Meet Me At Our Spot;11;01/11/2021;THE ANXIETY, WILLOW, Tyler Cole;top200
Kiss Me More (feat. SZA);12;01/11/2021;Doja Cat;top200
good 4 u;13;01/11/2021;Olivia Rodrigo;top200
family ties (with Kendrick Lamar);14;01/11/2021;Baby Keem;top200
Woman;15;01/11/2021;Doja Cat;top200
Overpass Graffiti;16;01/11/2021;Ed Sheeran;top200
THATS WHAT I WANT;17;01/11/2021;Lil Nas X;top200
Happier Than Ever;18;01/11/2021;Billie Eilish;top200
MONTERO (Call Me By Your Name);19;01/11/2021;Lil Nas X;top200
Moth To A Flame (with The Weeknd);20;01/11/2021;Swedish House Mafia;top200
Thriller;21;01/11/2021;Michael Jackson;top200
Who Want Smoke?? (feat. G Herbo & Lil Durk & 21 Savage);22;01/11/2021;Nardo Wick;top200
Cold Heart - PNAU Remix;23;01/11/2021;Elton John, Dua Lipa;top200
Dark Red;24;01/11/2021;Steve Lacy;top200
Levitating (feat. DaBaby);25;01/11/2021;Dua Lipa;top200
Monster Mash;26;01/11/2021;"Bobby ""Boris"" Pickett, The Crypt-Kickers";top200
Sweater Weather;27;01/11/2021;The Neighbourhood;top200
traitor;28;01/11/2021;Olivia Rodrigo;top200
Fair Trade (with Travis Scott);29;01/11/2021;Drake;top200
2055;30;01/11/2021;Sleepy Hallow;top200
Jugaste y Sufrí;31;01/11/2021;Eslabon Armado, DannyLux;top200
Blinding Lights;32;01/11/2021;The Weeknd;top200
This Is Halloween;33;01/11/2021;Disney Characters;top200
Praise God;34;01/11/2021;Kanye West;top200
Pepas;35;01/11/2021;Farruko;top200
MONEY;36;01/11/2021;LISA;top200
love nwantiti (ah ah ah);37;01/11/2021;CKay;top200
RAPSTAR;38;01/11/2021;Polo G;top200
Beggin';39;01/11/2021;Måneskin;top200
Fancy Like;40;01/11/2021;Walker Hayes;top200
Ghostbusters;41;01/11/2021;Ray Parker Jr.;top200
Demon High;42;01/11/2021;Lil Uzi Vert;top200
My Universe;43;01/11/2021;Coldplay, BTS;top200
Life Goes On;44;01/11/2021;Oliver Tree;top200
All I Want for Christmas Is You;45;01/11/2021;Mariah Carey;top200
Bubbly (with Drake & Travis Scott);46;01/11/2021;Young Thug;top200
Get Into It (Yuh);47;01/11/2021;Doja Cat;top200
You Right;48;01/11/2021;Doja Cat, The Weeknd;top200
Sky;49;01/11/2021;Playboi Carti;top200
Girls Want Girls (with Lil Baby);50;01/11/2021;Drake;top200
Hurricane;51;01/11/2021;Kanye West;top200
No Role Modelz;52;01/11/2021;J. Cole;top200
I Love You So;53;01/11/2021;The Walters;top200
Ghost;54;01/11/2021;Justin Bieber;top200
Freaks;55;01/11/2021;Surf Curse;top200
Wants and Needs (feat. Lil Baby);56;01/11/2021;Drake;top200
Ain't Shit;57;01/11/2021;Doja Cat;top200
Está Dañada;58;01/11/2021;Ivan Cornejo;top200
deja vu;59;01/11/2021;Olivia Rodrigo;top200
Sharing Locations (feat. Lil Baby & Lil Durk);60;01/11/2021;Meek Mill;top200
too easy;61;01/11/2021;Gunna, Future;top200
Miss The Rage (feat. Playboi Carti);62;01/11/2021;Trippie Redd;top200
"...And to Those I Love; Thanks for Sticking Around";63;01/11/2021;$uicideboy$;top200
YKWIM?;64;01/11/2021;Yot Club;top200
drivers license;65;01/11/2021;Olivia Rodrigo;top200
Nuestra Canción;66;01/11/2021;Monsieur Periné, Vicente Garcia;top200
Sunflower - Spider-Man: Into the Spider-Verse;67;01/11/2021;Post Malone, Swae Lee;top200
GHOST TOWN;68;01/11/2021;Benson Boone;top200
20 Min;69;01/11/2021;Lil Uzi Vert;top200
Tell Em;70;01/11/2021;Cochise, $NOT;top200
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);71;01/11/2021;Tainy;top200
Moon;72;01/11/2021;Kanye West;top200
Somebody's Watching Me - Single Version;73;01/11/2021;Rockwell;top200
Thot Shit;74;01/11/2021;Megan Thee Stallion;top200
A-O-K;75;01/11/2021;Tai Verdes;top200
Happier Than Ever - Edit;76;01/11/2021;Billie Eilish;top200
Livin It Up (with Post Malone & A$AP Rocky);77;01/11/2021;Young Thug;top200
When We Were Young;78;01/11/2021;Adele;top200
Spooky Scary Skeletons - Undead Tombstone Remix;79;01/11/2021;Andrew Gold;top200
Martin & Gina;80;01/11/2021;Polo G;top200
Mr. Brightside;81;01/11/2021;The Killers;top200
masquerade;82;01/11/2021;Siouxxie;top200
Toxic;83;01/11/2021;BoyWithUke;top200
Good Days;84;01/11/2021;SZA;top200
Yonaguni;85;01/11/2021;Bad Bunny;top200
Peaches (feat. Daniel Caesar & Giveon);86;01/11/2021;Justin Bieber;top200
All Girls Are The Same;87;01/11/2021;Juice WRLD;top200
LOT OF ME;88;01/11/2021;Lil Tecca;top200
Circles;89;01/11/2021;Post Malone;top200
Save Your Tears (with Ariana Grande) (Remix);90;01/11/2021;The Weeknd;top200
Looking Out for You;91;01/11/2021;Joy Again;top200
SLOW DANCING IN THE DARK;92;01/11/2021;Joji;top200
we fell in love in october;93;01/11/2021;girl in red;top200
Leave The Door Open;94;01/11/2021;Bruno Mars, Anderson .Paak, Silk Sonic;top200
my ex's best friend (with blackbear);95;01/11/2021;Machine Gun Kelly;top200
Not In The Mood (feat. Fivio Foreign & Kay Flock);96;01/11/2021;Lil Tjay;top200
Daddy Issues;97;01/11/2021;The Neighbourhood;top200
WFM;98;01/11/2021;RealestK;top200
505;99;01/11/2021;Arctic Monkeys;top200
Space Song;100;01/11/2021;Beach House;top200
Highway to Hell;101;01/11/2021;AC/DC;top200
Jocelyn Flores;102;01/11/2021;XXXTENTACION;top200
Heartbreak Anniversary;103;01/11/2021;Giveon;top200
Rich MF (feat. Polo G & Lil Durk);104;01/11/2021;Trippie Redd;top200
Lucid Dreams;105;01/11/2021;Juice WRLD;top200
XO Tour Llif3;106;01/11/2021;Lil Uzi Vert;top200
bad guy;107;01/11/2021;Billie Eilish;top200
favorite crime;108;01/11/2021;Olivia Rodrigo;top200
Buy Dirt;109;01/11/2021;Jordan Davis, Luke Bryan;top200
Die For You;110;01/11/2021;The Weeknd;top200
Watermelon Sugar;111;01/11/2021;Harry Styles;top200
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy);112;01/11/2021;Amaarae;top200
Take My Breath;113;01/11/2021;The Weeknd;top200
Superstition;114;01/11/2021;Stevie Wonder;top200
The Spins;115;01/11/2021;Mac Miller;top200
Someone Like You;116;01/11/2021;Adele;top200
Have Mercy;117;01/11/2021;Chlöe;top200
Shoota (feat. Lil Uzi Vert);118;01/11/2021;Playboi Carti;top200
First Times;119;01/11/2021;Ed Sheeran;top200
goosebumps;120;01/11/2021;Travis Scott;top200
She Knows (feat. Amber Coffman & Cults);121;01/11/2021;J. Cole;top200
Eat It;122;01/11/2021;Megan Thee Stallion;top200
Come & Go (with Marshmello);123;01/11/2021;Juice WRLD;top200
Toxic;124;01/11/2021;Britney Spears;top200
See You Again (feat. Kali Uchis);125;01/11/2021;Tyler, The Creator;top200
Heather;126;01/11/2021;Conan Gray;top200
Drip Too Hard (Lil Baby & Gunna);127;01/11/2021;Lil Baby;top200
2step;128;01/11/2021;Ed Sheeran;top200
Bored;129;01/11/2021;Billie Eilish;top200
DÁKITI;130;01/11/2021;Bad Bunny, Jhay Cortez;top200
Mood (feat. iann dior);131;01/11/2021;24kGoldn;top200
Dreams - 2004 Remaster;132;01/11/2021;Fleetwood Mac;top200
telepatía;133;01/11/2021;Kali Uchis;top200
Champagne Poetry;134;01/11/2021;Drake;top200
The Way Life Goes (feat. Oh Wonder);135;01/11/2021;Lil Uzi Vert;top200
Disturbia;136;01/11/2021;Rihanna;top200
Teenagers;137;01/11/2021;My Chemical Romance;top200
Streets;138;01/11/2021;Doja Cat;top200
Money Trees;139;01/11/2021;Kendrick Lamar, Jay Rock;top200
Classic;140;01/11/2021;MKTO;top200
Electric Love;141;01/11/2021;BØRNS;top200
Pursuit Of Happiness (Nightmare);142;01/11/2021;Kid Cudi, MGMT, Ratatat;top200
Off The Grid;143;01/11/2021;Kanye West;top200
Wishing Well;144;01/11/2021;Juice WRLD;top200
Someone You Loved;145;01/11/2021;Lewis Capaldi;top200
Work Out;146;01/11/2021;J. Cole;top200
Rolling in the Deep;147;01/11/2021;Adele;top200
Notion;148;01/11/2021;The Rare Occasions;top200
exile (feat. Bon Iver);149;01/11/2021;Taylor Swift;top200
Robbery;150;01/11/2021;Juice WRLD;top200
SICKO MODE;151;01/11/2021;Travis Scott;top200
Leave Before You Love Me (with Jonas Brothers);152;01/11/2021;Marshmello;top200
Enemy (with JID) - from the series Arcane League of Legends;153;01/11/2021;Imagine Dragons;top200
Telepath;154;01/11/2021;Conan Gray;top200
Lemonade (feat. Gunna & Don Toliver & NAV);155;01/11/2021;Internet Money;top200
love nwantiti (feat. Dj Yo! & AX'EL) - Remix;156;01/11/2021;CKay;top200
Wait a Minute!;157;01/11/2021;WILLOW;top200
happier;158;01/11/2021;Olivia Rodrigo;top200
Star Shopping;159;01/11/2021;Lil Peep;top200
Volví;160;01/11/2021;Aventura, Bad Bunny;top200
No Friends In The Industry;161;01/11/2021;Drake;top200
Loverboy;162;01/11/2021;A-Wall;top200
I GUESS I'M IN LOVE;163;01/11/2021;Clinton Kane;top200
(Don't Fear) The Reaper;164;01/11/2021;Blue Öyster Cult;top200
Wasted On You;165;01/11/2021;Morgan Wallen;top200
Love In The Dark;166;01/11/2021;Adele;top200
edamame (feat. Rich Brian);167;01/11/2021;bbno$;top200
The Night We Met;168;01/11/2021;Lord Huron;top200
Smells Like Teen Spirit;169;01/11/2021;Nirvana;top200
Collard Greens;170;01/11/2021;ScHoolboy Q, Kendrick Lamar;top200
you broke me first;171;01/11/2021;Tate McRae;top200
t r a n s p a r e n t s o u l feat. Travis Barker;172;01/11/2021;WILLOW;top200
Little Dark Age;173;01/11/2021;MGMT;top200
The Hills;174;01/11/2021;The Weeknd;top200
REPEAT IT (with Gunna);175;01/11/2021;Lil Tecca;top200
brutal;176;01/11/2021;Olivia Rodrigo;top200
jealousy jealousy;177;01/11/2021;Olivia Rodrigo;top200
Sweet Dreams (Are Made of This) - Remastered;178;01/11/2021;Eurythmics, Annie Lennox, Dave Stewart;top200
Redbone;179;01/11/2021;Childish Gambino;top200
Whiskey Glasses;180;01/11/2021;Morgan Wallen;top200
Fuck Love (feat. Trippie Redd);181;01/11/2021;XXXTENTACION;top200
Wildest Dreams (Taylor's Version);182;01/11/2021;Taylor Swift;top200
Not Allowed;183;01/11/2021;TV Girl;top200
Before You Go;184;01/11/2021;Lewis Capaldi;top200
Face Off;185;01/11/2021;Tech N9ne, Joey Cool, King Iso, Dwayne Johnson;top200
lovely (with Khalid);186;01/11/2021;Billie Eilish;top200
Your Heart;187;01/11/2021;Joyner Lucas, J. Cole;top200
Chosen (feat. Ty Dolla $ign);188;01/11/2021;Blxst, Tyga;top200
Everybody Talks;189;01/11/2021;Neon Trees;top200
Save Your Tears;190;01/11/2021;The Weeknd;top200
Pain;191;01/11/2021;PinkPantheress;top200
For The Night (feat. Lil Baby & DaBaby);192;01/11/2021;Pop Smoke;top200
Whats Poppin (feat. DaBaby & Tory Lanez & Lil Wayne) [Remix] - Bonus Track;193;01/11/2021;Jack Harlow;top200
Love Sosa;194;01/11/2021;Chief Keef;top200
Fell In Luv (feat. Bryson Tiller);195;01/11/2021;Playboi Carti;top200
Calling My Phone;196;01/11/2021;Lil Tjay, 6LACK;top200
Todo De Ti;197;01/11/2021;Rauw Alejandro;top200
Motley Crew;198;01/11/2021;Post Malone;top200
The Less I Know The Better;199;01/11/2021;Tame Impala;top200
Somebody's Watching Me;200;01/11/2021;Rockwell;top200
Easy On Me;1;02/11/2021;Adele;top200
INDUSTRY BABY (feat. Jack Harlow);2;02/11/2021;Lil Nas X;top200
STAY (with Justin Bieber);3;02/11/2021;The Kid LAROI;top200
Heat Waves;4;02/11/2021;Glass Animals;top200
Knife Talk (with 21 Savage ft. Project Pat);5;02/11/2021;Drake;top200
Better Days (NEIKED x Mae Muller x Polo G);6;02/11/2021;NEIKED;top200
Way 2 Sexy (with Future & Young Thug);7;02/11/2021;Drake;top200
Shivers;8;02/11/2021;Ed Sheeran;top200
Need to Know;9;02/11/2021;Doja Cat;top200
Meet Me At Our Spot;10;02/11/2021;THE ANXIETY, WILLOW, Tyler Cole;top200
Bad Habits;11;02/11/2021;Ed Sheeran;top200
good 4 u;12;02/11/2021;Olivia Rodrigo;top200
family ties (with Kendrick Lamar);13;02/11/2021;Baby Keem;top200
Kiss Me More (feat. SZA);14;02/11/2021;Doja Cat;top200
Happier Than Ever;15;02/11/2021;Billie Eilish;top200
Woman;16;02/11/2021;Doja Cat;top200
THATS WHAT I WANT;17;02/11/2021;Lil Nas X;top200
Overpass Graffiti;18;02/11/2021;Ed Sheeran;top200
Dark Red;19;02/11/2021;Steve Lacy;top200
traitor;20;02/11/2021;Olivia Rodrigo;top200
MONTERO (Call Me By Your Name);21;02/11/2021;Lil Nas X;top200
Sweater Weather;22;02/11/2021;The Neighbourhood;top200
Moth To A Flame (with The Weeknd);23;02/11/2021;Swedish House Mafia;top200
Who Want Smoke?? (feat. G Herbo & Lil Durk & 21 Savage);24;02/11/2021;Nardo Wick;top200
Jugaste y Sufrí;25;02/11/2021;Eslabon Armado, DannyLux;top200
Cold Heart - PNAU Remix;26;02/11/2021;Elton John, Dua Lipa;top200
2055;27;02/11/2021;Sleepy Hallow;top200
Fair Trade (with Travis Scott);28;02/11/2021;Drake;top200
Praise God;29;02/11/2021;Kanye West;top200
Levitating (feat. DaBaby);30;02/11/2021;Dua Lipa;top200
RAPSTAR;31;02/11/2021;Polo G;top200
love nwantiti (ah ah ah);32;02/11/2021;CKay;top200
Pepas;33;02/11/2021;Farruko;top200
MONEY;34;02/11/2021;LISA;top200
All I Want for Christmas Is You;35;02/11/2021;Mariah Carey;top200
Sky;36;02/11/2021;Playboi Carti;top200
Beggin';37;02/11/2021;Måneskin;top200
Fancy Like;38;02/11/2021;Walker Hayes;top200
You Right;39;02/11/2021;Doja Cat, The Weeknd;top200
I Love You So;40;02/11/2021;The Walters;top200
My Universe;41;02/11/2021;Coldplay, BTS;top200
Get Into It (Yuh);42;02/11/2021;Doja Cat;top200
Hurricane;43;02/11/2021;Kanye West;top200
Bubbly (with Drake & Travis Scott);44;02/11/2021;Young Thug;top200
Life Goes On;45;02/11/2021;Oliver Tree;top200
Girls Want Girls (with Lil Baby);46;02/11/2021;Drake;top200
No Role Modelz;47;02/11/2021;J. Cole;top200
Freaks;48;02/11/2021;Surf Curse;top200
Ghost;49;02/11/2021;Justin Bieber;top200
Blinding Lights;50;02/11/2021;The Weeknd;top200
deja vu;51;02/11/2021;Olivia Rodrigo;top200
Wants and Needs (feat. Lil Baby);52;02/11/2021;Drake;top200
Ain't Shit;53;02/11/2021;Doja Cat;top200
Demon High;54;02/11/2021;Lil Uzi Vert;top200
Está Dañada;55;02/11/2021;Ivan Cornejo;top200
Miss The Rage (feat. Playboi Carti);56;02/11/2021;Trippie Redd;top200
GHOST TOWN;57;02/11/2021;Benson Boone;top200
drivers license;58;02/11/2021;Olivia Rodrigo;top200
Sharing Locations (feat. Lil Baby & Lil Durk);59;02/11/2021;Meek Mill;top200
YKWIM?;60;02/11/2021;Yot Club;top200
"...And to Those I Love;  Thanks for Sticking Around";61;02/11/2021;$uicideboy$;top200
When We Were Young;62;02/11/2021;Adele;top200
Tell Em;63;02/11/2021;Cochise, $NOT;top200
too easy;64;02/11/2021;Gunna, Future;top200
20 Min;65;02/11/2021;Lil Uzi Vert;top200
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy);66;02/11/2021;Amaarae;top200
Moon;67;02/11/2021;Kanye West;top200
Nuestra Canción;68;02/11/2021;Monsieur Periné, Vicente Garcia;top200
A-O-K;69;02/11/2021;Tai Verdes;top200
Sunflower - Spider-Man: Into the Spider-Verse;70;02/11/2021;Post Malone, Swae Lee;top200
Happier Than Ever - Edit;71;02/11/2021;Billie Eilish;top200
Looking Out for You;72;02/11/2021;Joy Again;top200
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);73;02/11/2021;Tainy;top200
Good Days;74;02/11/2021;SZA;top200
All Girls Are The Same;75;02/11/2021;Juice WRLD;top200
Martin & Gina;76;02/11/2021;Polo G;top200
LOT OF ME;77;02/11/2021;Lil Tecca;top200
masquerade;78;02/11/2021;Siouxxie;top200
Daddy Issues;79;02/11/2021;The Neighbourhood;top200
Toxic;80;02/11/2021;BoyWithUke;top200
Space Song;81;02/11/2021;Beach House;top200
Livin It Up (with Post Malone & A$AP Rocky);82;02/11/2021;Young Thug;top200
Mr. Brightside;83;02/11/2021;The Killers;top200
SLOW DANCING IN THE DARK;84;02/11/2021;Joji;top200
Circles;85;02/11/2021;Post Malone;top200
we fell in love in october;86;02/11/2021;girl in red;top200
Save Your Tears (with Ariana Grande) (Remix);87;02/11/2021;The Weeknd;top200
Peaches (feat. Daniel Caesar & Giveon);88;02/11/2021;Justin Bieber;top200
505;89;02/11/2021;Arctic Monkeys;top200
WFM;90;02/11/2021;RealestK;top200
favorite crime;91;02/11/2021;Olivia Rodrigo;top200
Leave The Door Open;92;02/11/2021;Bruno Mars, Anderson .Paak, Silk Sonic;top200
Yonaguni;93;02/11/2021;Bad Bunny;top200
Jocelyn Flores;94;02/11/2021;XXXTENTACION;top200
Thot Shit;95;02/11/2021;Megan Thee Stallion;top200
my ex's best friend (with blackbear);96;02/11/2021;Machine Gun Kelly;top200
Heartbreak Anniversary;97;02/11/2021;Giveon;top200
Someone Like You;98;02/11/2021;Adele;top200
Lucid Dreams;99;02/11/2021;Juice WRLD;top200
Bored;100;02/11/2021;Billie Eilish;top200
Heather;101;02/11/2021;Conan Gray;top200
Rich MF (feat. Polo G & Lil Durk);102;02/11/2021;Trippie Redd;top200
Die For You;103;02/11/2021;The Weeknd;top200
XO Tour Llif3;104;02/11/2021;Lil Uzi Vert;top200
Shoota (feat. Lil Uzi Vert);105;02/11/2021;Playboi Carti;top200
Buy Dirt;106;02/11/2021;Jordan Davis, Luke Bryan;top200
Watermelon Sugar;107;02/11/2021;Harry Styles;top200
She Knows (feat. Amber Coffman & Cults);108;02/11/2021;J. Cole;top200
Take My Breath;109;02/11/2021;The Weeknd;top200
Come & Go (with Marshmello);110;02/11/2021;Juice WRLD;top200
Not In The Mood (feat. Fivio Foreign & Kay Flock);111;02/11/2021;Lil Tjay;top200
See You Again (feat. Kali Uchis);112;02/11/2021;Tyler, The Creator;top200
Drip Too Hard (Lil Baby & Gunna);113;02/11/2021;Lil Baby;top200
goosebumps;114;02/11/2021;Travis Scott;top200
Mood (feat. iann dior);115;02/11/2021;24kGoldn;top200
Have Mercy;116;02/11/2021;Chlöe;top200
The Spins;117;02/11/2021;Mac Miller;top200
telepatía;118;02/11/2021;Kali Uchis;top200
Someone You Loved;119;02/11/2021;Lewis Capaldi;top200
exile (feat. Bon Iver);120;02/11/2021;Taylor Swift;top200
Electric Love;121;02/11/2021;BØRNS;top200
Streets;122;02/11/2021;Doja Cat;top200
Teenagers;123;02/11/2021;My Chemical Romance;top200
Classic;124;02/11/2021;MKTO;top200
The Way Life Goes (feat. Oh Wonder);125;02/11/2021;Lil Uzi Vert;top200
Dreams - 2004 Remaster;126;02/11/2021;Fleetwood Mac;top200
2step;127;02/11/2021;Ed Sheeran;top200
Eat It;128;02/11/2021;Megan Thee Stallion;top200
Notion;129;02/11/2021;The Rare Occasions;top200
Champagne Poetry;130;02/11/2021;Drake;top200
Star Shopping;131;02/11/2021;Lil Peep;top200
happier;132;02/11/2021;Olivia Rodrigo;top200
Wishing Well;133;02/11/2021;Juice WRLD;top200
First Times;134;02/11/2021;Ed Sheeran;top200
Money Trees;135;02/11/2021;Kendrick Lamar, Jay Rock;top200
Love In The Dark;136;02/11/2021;Adele;top200
Work Out;137;02/11/2021;J. Cole;top200
Robbery;138;02/11/2021;Juice WRLD;top200
Loverboy;139;02/11/2021;A-Wall;top200
Off The Grid;140;02/11/2021;Kanye West;top200
Rolling in the Deep;141;02/11/2021;Adele;top200
DÁKITI;142;02/11/2021;Bad Bunny, Jhay Cortez;top200
I GUESS I'M IN LOVE;143;02/11/2021;Clinton Kane;top200
Wait a Minute!;144;02/11/2021;WILLOW;top200
you broke me first;145;02/11/2021;Tate McRae;top200
The Night We Met;146;02/11/2021;Lord Huron;top200
Fell In Luv (feat. Bryson Tiller);147;02/11/2021;Playboi Carti;top200
Leave Before You Love Me (with Jonas Brothers);148;02/11/2021;Marshmello;top200
Lemonade (feat. Gunna & Don Toliver & NAV);149;02/11/2021;Internet Money;top200
jealousy jealousy;150;02/11/2021;Olivia Rodrigo;top200
Smells Like Teen Spirit;151;02/11/2021;Nirvana;top200
Pursuit Of Happiness (Nightmare);152;02/11/2021;Kid Cudi, MGMT, Ratatat;top200
lovely (with Khalid);153;02/11/2021;Billie Eilish;top200
Wildest Dreams (Taylor's Version);154;02/11/2021;Taylor Swift;top200
Before You Go;155;02/11/2021;Lewis Capaldi;top200
love nwantiti (feat. Dj Yo! & AX'EL) - Remix;156;02/11/2021;CKay;top200
Rockin' Around The Christmas Tree;157;02/11/2021;Brenda Lee;top200
Not Allowed;158;02/11/2021;TV Girl;top200
edamame (feat. Rich Brian);159;02/11/2021;bbno$;top200
brutal;160;02/11/2021;Olivia Rodrigo;top200
t r a n s p a r e n t s o u l feat. Travis Barker;161;02/11/2021;WILLOW;top200
No Friends In The Industry;162;02/11/2021;Drake;top200
Collard Greens;163;02/11/2021;ScHoolboy Q, Kendrick Lamar;top200
Enemy (with JID) - from the series Arcane League of Legends;164;02/11/2021;Imagine Dragons;top200
REPEAT IT (with Gunna);165;02/11/2021;Lil Tecca;top200
Wasted On You;166;02/11/2021;Morgan Wallen;top200
Everybody Talks;167;02/11/2021;Neon Trees;top200
The Hills;168;02/11/2021;The Weeknd;top200
Save Your Tears;169;02/11/2021;The Weeknd;top200
Fuck Love (feat. Trippie Redd);170;02/11/2021;XXXTENTACION;top200
Whats Poppin (feat. DaBaby & Tory Lanez & Lil Wayne) [Remix] - Bonus Track;171;02/11/2021;Jack Harlow;top200
Telepath;172;02/11/2021;Conan Gray;top200
Volví;173;02/11/2021;Aventura, Bad Bunny;top200
Face Off;174;02/11/2021;Tech N9ne, Joey Cool, King Iso, Dwayne Johnson;top200
Pain;175;02/11/2021;PinkPantheress;top200
The Less I Know The Better;176;02/11/2021;Tame Impala;top200
Redbone;177;02/11/2021;Childish Gambino;top200
Yellow;178;02/11/2021;Coldplay;top200
For The Night (feat. Lil Baby & DaBaby);179;02/11/2021;Pop Smoke;top200
SAD!;180;02/11/2021;XXXTENTACION;top200
Cigarette Daydreams;181;02/11/2021;Cage The Elephant;top200
Whiskey Glasses;182;02/11/2021;Morgan Wallen;top200
Everybody Dies In Their Nightmares;183;02/11/2021;XXXTENTACION;top200
Your Heart;184;02/11/2021;Joyner Lucas, J. Cole;top200
Motley Crew;185;02/11/2021;Post Malone;top200
Calling My Phone;186;02/11/2021;Lil Tjay, 6LACK;top200
Chosen (feat. Ty Dolla $ign);187;02/11/2021;Blxst, Tyga;top200
Falling;188;02/11/2021;Harry Styles;top200
I Can't Handle Change;189;02/11/2021;Roar;top200
Love Sosa;190;02/11/2021;Chief Keef;top200
Talking to the Moon;191;02/11/2021;Bruno Mars;top200
Astronaut In The Ocean;192;02/11/2021;Masked Wolf;top200
Tennessee Whiskey;193;02/11/2021;Chris Stapleton;top200
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk);194;02/11/2021;DJ Khaled;top200
MIDDLE CHILD;195;02/11/2021;J. Cole;top200
ARE WE STILL FRIENDS?;196;02/11/2021;Tyler, The Creator;top200
m y . l i f e (with 21 Savage & Morray);197;02/11/2021;J. Cole;top200
Heartless;198;02/11/2021;Kanye West;top200
Yes Indeed;199;02/11/2021;Lil Baby, Drake;top200
Jingle Bell Rock;200;02/11/2021;Bobby Helms;top200
Easy On Me;1;03/11/2021;Adele;top200
INDUSTRY BABY (feat. Jack Harlow);2;03/11/2021;Lil Nas X;top200
STAY (with Justin Bieber);3;03/11/2021;The Kid LAROI;top200
Heat Waves;4;03/11/2021;Glass Animals;top200
Knife Talk (with 21 Savage ft. Project Pat);5;03/11/2021;Drake;top200
Better Days (NEIKED x Mae Muller x Polo G);6;03/11/2021;NEIKED;top200
